"Представьте, что вы уже работаете врачом. Насколько правильно эти утверждения описывают вашу специальность?",,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Время создания,Выберите специальность из списка, 1. Врач должен регулярно тесно общаться с пациентами,"2. Врач работает со сложными переживаниями пациентов: сообщает плохие новости, улаживает конфликты","3. Врач каждый день выполняет операции или мануальные процедуры, например, постановку ЦВК, массаж, УЗИ, артроскопию",4. Врач регулярно работает со сложной в освоении техникой вроде МРТ и линейного ускорителя,"5. Врач регулярно взаимодействует с кровью, гноем, внутренними органами, тяжелыми травмами и другими вещами, которые сильно действуют на впечатлительных людей"," 6. Врачу приходится выдерживать тяжелые физические нагрузки или проводить манипуляции, требующие большой грубой силы","7. Врач часто сталкивается со смертью, неизлечимыми больными и пациентами в тяжелом состоянии",8. Врач проводит большую часть дня сидя на одном месте,9. Врач должен быстро принимать решения и не теряться в критических ситуациях,"10. Врач помогает другому специалисту в постановке диагноза или проведении процедур, но сам не является лечащим", 11. Врач часто работает в команде,12. Врач ведет одного и того же пациента длительное время: примерно год и более,13. Врач должен долгое время проводить стоя, 14. Врач является узким специалистом в определенной сфере," 15. Врач имеет специальность широкого профиля и регулярно обращается к знаниям из смежных областей. Например, терапевт и гастроэнтеролог",16. У врача этой специальности более высокий риск заразиться от пациента,"17. Врач проводит в среднем больше времени за бумажной работой, чем коллеги из других сфер","18. Врач напрямую отвечает за состояние больного, то есть является лечащим", 19. Врач регулярно получает обратную связь и признание от пациентов,20. Врач работает по предсказуемому и постоянному графику,"21. В сообществе врачей многие считают, что эта специальность в большей степени подходит мужчинам",22. Работа предполагает ночные регулярные ночные или суточные смены,23. Врач быстро видит результат своей работы,"Сколько лет после окончания специалитета (6 лет учебы) необходимо, чтобы освоить эту специальность для начала самостоятельной работы","Если условия работы в стационаре и амбулатории значительно отличаются для вашей специальности, напишите, чем именно"
1237500509,2022-10-22 20:16:53,Эндоскопист,5 баллов,4 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,2 балла,5 баллов,4 балла,5 баллов,2 балла,5 баллов,4 балла,4 балла,4 балла,4 балла,2 балла,3 балла,4 балла,,3,"В отличии от амбулаторного приема- в стационаре выполняются оперативные вмешательства, а также исследования, которые выполнить в амбулаторных условиях не представляется возможным (например- бронхоскопия). Эндоскопия сегодня- это хирургия!"
1237480276,2022-10-22 19:40:56,Врач-инфекционист,4 балла,4 балла,3 балла,3 балла,2 балла,3 балла,2 балла,4 балла,4 балла,4 балла,4 балла,1 балл,3 балла,4 балла,3 балла,4 балла,3 балла,4 балла,3 балла,5 баллов,1 балл,5 баллов,,2,
1237449707,2022-10-22 18:45:46,Психиатр-нарколог,4 балла,5 баллов,1 балл,1 балл,4 балла,3 балла,5 баллов,4 балла,5 баллов,2 балла,4 балла,2 балла,1 балл,3 балла,4 балла,2 балла,5 баллов,5 баллов,2 балла,4 балла,4 балла,5 баллов,,3,"Назначением и подбором лекарственных препаратов, лечением сопутствующих соматических заболеваний, ведением медицинской документации, выставлением окончательных диагнозов и освидетельствованием пациентов. Лечением именно абстинентных расстройств, гос.плано"
1237438284,2022-10-22 18:24:11,Оториноларинголог,5 баллов,3 балла,5 баллов,4 балла,5 баллов,2 балла,3 балла,1 балл,4 балла,3 балла,5 баллов,4 балла,3 балла,5 баллов,2 балла,3 балла,3 балла,5 баллов,5 баллов,4 балла,1 балл,3 балла,,2,
1237401959,2022-10-22 17:13:25,Анестезиолог-реаниматолог,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,3 балла,5 баллов,1 балл,5 баллов,5 баллов,1 балл,5 баллов,1 балл,5 баллов,1 балл,1 балл,5 баллов,5 баллов,,4,
1237381972,2022-10-22 16:35:03,Травматолог-ортопед,5 баллов,4 балла,4 балла,4 балла,4 балла,3 балла,3 балла,3 балла,5 баллов,3 балла,5 баллов,3 балла,4 балла,4 балла,4 балла,5 баллов,4 балла,4 балла,3 балла,3 балла,5 баллов,4 балла,,7,"Стационар подразумевает готовность оказания экстренной и срочной помощи, готовность развернуть операционную в любое время, в стационаре выше риск заражения врача и пациента (например гепатит С)"
1237373857,2022-10-22 16:20:21,Детский эндокринолог,5 баллов,4 балла,2 балла,2 балла,3 балла,2 балла,5 баллов,3 балла,5 баллов,1 балл,2 балла,5 баллов,2 балла,4 балла,3 балла,1 балл,1 балл,5 баллов,5 баллов,3 балла,1 балл,4 балла,,2,"В стационаре лежат дети в тяжелом состоянии (амбулаторно дойдут только за рецептами). В стационаре больше возможности для обследования, амбулаторно необходимые манипуляции можно ждать месяцами."
1237359387,2022-10-22 15:52:57,Судмедэксперт,2 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,5 баллов,5 баллов,3 балла,1 балл,1 балл,1 балл,5 баллов,5 баллов,,5,Не лечебная работа
1237329358,2022-10-22 14:52:50,Терапевт,5 баллов,5 баллов,2 балла,3 балла,4 балла,4 балла,5 баллов,2 балла,5 баллов,4 балла,5 баллов,5 баллов,2 балла,2 балла,4 балла,4 балла,2 балла,4 балла,4 балла,2 балла,2 балла,4 балла,,4,
1237319643,2022-10-22 14:32:31,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,4 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,1 балл,5 баллов,2 балла,1 балл,5 баллов,5 баллов,4 балла,3 балла,1 балл,4 балла,,5,
1237314971,2022-10-22 14:22:55,Врач ЛФК и спортивной медицины,4 балла,2 балла,1 балл,4 балла,4 балла,1 балл,4 балла,4 балла,2 балла,5 баллов,5 баллов,4 балла,2 балла,5 баллов,5 баллов,1 балл,4 балла,1 балл,4 балла,4 балла,1 балл,1 балл,,2,"Поликлиника - стандартный приём, в стационаре - в зависимости от отделения"
1237312863,2022-10-22 14:18:22,Гематолог,5 баллов,5 баллов,3 балла,1 балл,3 балла,4 балла,5 баллов,4 балла,5 баллов,4 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,2 балла,3 балла,5 баллов,1 балл,2 балла,1 балл,5 баллов,,3,
1237311840,2022-10-22 14:16:20,Врач ЛФК и спортивной медицины,5 баллов,4 балла,5 баллов,4 балла,3 балла,3 балла,5 баллов,3 балла,5 баллов,3 балла,5 баллов,4 балла,4 балла,4 балла,4 балла,3 балла,2 балла,5 баллов,3 балла,1 балл,1 балл,5 баллов,,5,
1237311035,2022-10-22 14:14:33,Фтизиатр,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,4 балла,1 балл,1 балл,5 баллов,1 балл,4 балла,4 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,,2,"В диспансере ведётся непосредственно работа на участке, вылавливание асоциального контингента по задворкам, убеждение асоциальных лиц в лечении, много работы с бумагами и отчётами. В стационаре интереснее, разная специфика работы, меньше бумаг и отчётов"
1237308398,2022-10-22 14:09:31,Анестезиолог-реаниматолог,3 балла,4 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,5 баллов,5 баллов,3 балла,5 баллов,1 балл,1 балл,5 баллов,5 баллов,,2,
1237307478,2022-10-22 14:07:49,Рентгенэндоваскулярные диагностика и лечение,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,1 балл,5 баллов,2 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,3 балла,2 балла,5 баллов,5 баллов,5 баллов,,3,Специальность исключительно стационарная
1237301580,2022-10-22 13:56:03,Невролог,3 балла,4 балла,1 балл,4 балла,2 балла,2 балла,4 балла,4 балла,3 балла,2 балла,3 балла,5 баллов,1 балл,4 балла,3 балла,1 балл,2 балла,4 балла,3 балла,2 балла,1 балл,1 балл,,2,
1237300882,2022-10-22 13:54:38,Травматолог-ортопед,4 балла,5 баллов,4 балла,4 балла,5 баллов,5 баллов,4 балла,1 балл,5 баллов,4 балла,5 баллов,3 балла,4 балла,4 балла,4 балла,1 балл,5 баллов,5 баллов,5 баллов,3 балла,3 балла,5 баллов,,4,
1237297932,2022-10-22 13:48:37,Анестезиолог-реаниматолог,3 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,4 балла,5 баллов,3 балла,5 баллов,2 балла,5 баллов,5 баллов,2 балла,5 баллов,1 балл,1 балл,5 баллов,5 баллов,,2,
1237297283,2022-10-22 13:47:22,Онколог (хирург),5 баллов,5 баллов,4 балла,2 балла,5 баллов,3 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,4 балла,4 балла,3 балла,5 баллов,5 баллов,3 балла,4 балла,4 балла,,3,
1237268079,2022-10-22 12:48:41,Психотерапевт,5 баллов,5 баллов,1 балл,1 балл,2 балла,1 балл,4 балла,5 баллов,4 балла,3 балла,3 балла,5 баллов,1 балл,5 баллов,3 балла,2 балла,3 балла,5 баллов,4 балла,4 балла,1 балл,2 балла,,5,
